date,from_currency,to_currency,exchange
14/06/2021,USD,USD,1
15/06/2021,AUD,AUD,1
15/06/2021,AUD,CAD,0.93749
15/06/2021,AUD,EUR,0.63524
15/06/2021,AUD,GBP,0.54726
15/06/2021,AUD,USD,0.76915
15/06/2021,CAD,AUD,1.06668
15/06/2021,CAD,CAD,1
15/06/2021,CAD,EUR,0.6776
15/06/2021,CAD,GBP,0.58375
15/06/2021,CAD,USD,0.82044
15/06/2021,EUR,AUD,1.5742
15/06/2021,EUR,CAD,1.4758
15/06/2021,EUR,EUR,1
15/06/2021,EUR,GBP,0.8615
15/06/2021,EUR,USD,1.2108
15/06/2021,GBP,AUD,1.82728
15/06/2021,GBP,CAD,1.71306
15/06/2021,GBP,EUR,1.16077
15/06/2021,GBP,GBP,1
15/06/2021,GBP,USD,1.40546
15/06/2021,USD,AUD,1.30013
15/06/2021,USD,CAD,1.21886
15/06/2021,USD,EUR,0.8259
15/06/2021,USD,GBP,0.71151
15/06/2021,USD,USD,1
16/06/2021,AUD,AUD,1
16/06/2021,AUD,CAD,0.93925
16/06/2021,AUD,EUR,0.63617
16/06/2021,AUD,GBP,0.54603
16/06/2021,AUD,USD,0.7713
16/06/2021,CAD,AUD,1.06468
16/06/2021,CAD,CAD,1
16/06/2021,CAD,EUR,0.67732
16/06/2021,CAD,GBP,0.58135
16/06/2021,CAD,USD,0.82119
16/06/2021,EUR,AUD,1.5719
16/06/2021,EUR,CAD,1.4764
16/06/2021,EUR,EUR,1
16/06/2021,EUR,GBP,0.8583
16/06/2021,EUR,USD,1.2124
16/06/2021,GBP,AUD,1.83141
16/06/2021,GBP,CAD,1.72014
16/06/2021,GBP,EUR,1.16509
16/06/2021,GBP,GBP,1
16/06/2021,GBP,USD,1.41256
16/06/2021,USD,AUD,1.29652
16/06/2021,USD,CAD,1.21775
16/06/2021,USD,EUR,0.82481
16/06/2021,USD,GBP,0.70793
16/06/2021,USD,USD,1
17/06/2021,AUD,AUD,1
17/06/2021,AUD,CAD,0.93371
17/06/2021,AUD,EUR,0.6344
17/06/2021,AUD,GBP,0.54257
17/06/2021,AUD,USD,0.75728
17/06/2021,CAD,AUD,1.071
17/06/2021,CAD,CAD,1
17/06/2021,CAD,EUR,0.67944
17/06/2021,CAD,GBP,0.58109
17/06/2021,CAD,USD,0.81105
17/06/2021,EUR,AUD,1.5763
17/06/2021,EUR,CAD,1.4718
17/06/2021,EUR,EUR,1
17/06/2021,EUR,GBP,0.85525
17/06/2021,EUR,USD,1.1937
17/06/2021,GBP,AUD,1.84309
17/06/2021,GBP,CAD,1.7209
17/06/2021,GBP,EUR,1.16925
17/06/2021,GBP,GBP,1
17/06/2021,GBP,USD,1.39573
17/06/2021,USD,AUD,1.32052
17/06/2021,USD,CAD,1.23297
17/06/2021,USD,EUR,0.83773
17/06/2021,USD,GBP,0.71647
17/06/2021,USD,USD,1
18/06/2021,AUD,AUD,1
18/06/2021,AUD,CAD,0.92983
18/06/2021,AUD,EUR,0.63163
18/06/2021,AUD,GBP,0.54185
18/06/2021,AUD,USD,0.75152
18/06/2021,CAD,AUD,1.07547
18/06/2021,CAD,CAD,1
18/06/2021,CAD,EUR,0.6793
18/06/2021,CAD,GBP,0.58274
18/06/2021,CAD,USD,0.80823
18/06/2021,EUR,AUD,1.5832
18/06/2021,EUR,CAD,1.4721
18/06/2021,EUR,EUR,1
18/06/2021,EUR,GBP,0.85785
18/06/2021,EUR,USD,1.1898
18/06/2021,GBP,AUD,1.84554
18/06/2021,GBP,CAD,1.71603
18/06/2021,GBP,EUR,1.1657
18/06/2021,GBP,GBP,1
18/06/2021,GBP,USD,1.38696
18/06/2021,USD,AUD,1.33064
18/06/2021,USD,CAD,1.23727
18/06/2021,USD,EUR,0.84048
18/06/2021,USD,GBP,0.721
18/06/2021,USD,USD,1
19/06/2021,AUD,AUD,1
19/06/2021,AUD,CAD,0.92983
19/06/2021,AUD,EUR,0.63163
19/06/2021,AUD,GBP,0.54185
19/06/2021,AUD,USD,0.75152
19/06/2021,CAD,AUD,1.07547
19/06/2021,CAD,CAD,1
19/06/2021,CAD,EUR,0.6793
19/06/2021,CAD,GBP,0.58274
19/06/2021,CAD,USD,0.80823
19/06/2021,EUR,AUD,1.5832
19/06/2021,EUR,CAD,1.4721
19/06/2021,EUR,EUR,1
19/06/2021,EUR,GBP,0.85785
19/06/2021,EUR,USD,1.1898
19/06/2021,GBP,AUD,1.84554
19/06/2021,GBP,CAD,1.71603
19/06/2021,GBP,EUR,1.1657
19/06/2021,GBP,GBP,1
19/06/2021,GBP,USD,1.38696
19/06/2021,USD,AUD,1.33064
19/06/2021,USD,CAD,1.23727
19/06/2021,USD,EUR,0.84048
19/06/2021,USD,GBP,0.721
19/06/2021,USD,USD,1
20/06/2021,AUD,AUD,1
20/06/2021,AUD,CAD,0.92983
20/06/2021,AUD,EUR,0.63163
20/06/2021,AUD,GBP,0.54185
20/06/2021,AUD,USD,0.75152
20/06/2021,CAD,AUD,1.07547
20/06/2021,CAD,CAD,1
20/06/2021,CAD,EUR,0.6793
20/06/2021,CAD,GBP,0.58274
20/06/2021,CAD,USD,0.80823
20/06/2021,EUR,AUD,1.5832
20/06/2021,EUR,CAD,1.4721
20/06/2021,EUR,EUR,1
20/06/2021,EUR,GBP,0.85785
20/06/2021,EUR,USD,1.1898
20/06/2021,GBP,AUD,1.84554
20/06/2021,GBP,CAD,1.71603
20/06/2021,GBP,EUR,1.1657
20/06/2021,GBP,GBP,1
20/06/2021,GBP,USD,1.38696
20/06/2021,USD,AUD,1.33064
20/06/2021,USD,CAD,1.23727
20/06/2021,USD,EUR,0.84048
20/06/2021,USD,GBP,0.721
20/06/2021,USD,USD,1
21/06/2021,AUD,AUD,1
21/06/2021,AUD,CAD,0.93281
21/06/2021,AUD,EUR,0.63207
21/06/2021,AUD,GBP,0.5415
21/06/2021,AUD,USD,0.7516
21/06/2021,CAD,AUD,1.07203
21/06/2021,CAD,CAD,1
21/06/2021,CAD,EUR,0.6776
21/06/2021,CAD,GBP,0.5805
21/06/2021,CAD,USD,0.80573
21/06/2021,EUR,AUD,1.5821
21/06/2021,EUR,CAD,1.4758
21/06/2021,EUR,EUR,1
21/06/2021,EUR,GBP,0.8567
21/06/2021,EUR,USD,1.1891
21/06/2021,GBP,AUD,1.84674
21/06/2021,GBP,CAD,1.72266
21/06/2021,GBP,EUR,1.16727
21/06/2021,GBP,GBP,1
21/06/2021,GBP,USD,1.388
21/06/2021,USD,AUD,1.3305
21/06/2021,USD,CAD,1.24111
21/06/2021,USD,EUR,0.84097
21/06/2021,USD,GBP,0.72046
21/06/2021,USD,USD,1
22/06/2021,AUD,AUD,1
22/06/2021,AUD,CAD,0.93096
22/06/2021,AUD,EUR,0.63219
22/06/2021,AUD,GBP,0.5409
22/06/2021,AUD,USD,0.75193
22/06/2021,CAD,AUD,1.07415
22/06/2021,CAD,CAD,1
22/06/2021,CAD,EUR,0.67907
22/06/2021,CAD,GBP,0.58101
22/06/2021,CAD,USD,0.80769
22/06/2021,EUR,AUD,1.5818
22/06/2021,EUR,CAD,1.4726
22/06/2021,EUR,EUR,1
22/06/2021,EUR,GBP,0.8556
22/06/2021,EUR,USD,1.1894
22/06/2021,GBP,AUD,1.84876
22/06/2021,GBP,CAD,1.72113
22/06/2021,GBP,EUR,1.16877
22/06/2021,GBP,GBP,1
22/06/2021,GBP,USD,1.39014
22/06/2021,USD,AUD,1.32991
22/06/2021,USD,CAD,1.2381
22/06/2021,USD,EUR,0.84076
22/06/2021,USD,GBP,0.71935
22/06/2021,USD,USD,1
23/06/2021,AUD,AUD,1
23/06/2021,AUD,CAD,0.93053
23/06/2021,AUD,EUR,0.63444
23/06/2021,AUD,GBP,0.54203
23/06/2021,AUD,USD,0.75822
23/06/2021,CAD,AUD,1.07466
23/06/2021,CAD,CAD,1
23/06/2021,CAD,EUR,0.6818
23/06/2021,CAD,GBP,0.5825
23/06/2021,CAD,USD,0.81482
23/06/2021,EUR,AUD,1.5762
23/06/2021,EUR,CAD,1.4667
23/06/2021,EUR,EUR,1
23/06/2021,EUR,GBP,0.85435
23/06/2021,EUR,USD,1.1951
23/06/2021,GBP,AUD,1.84491
23/06/2021,GBP,CAD,1.71674
23/06/2021,GBP,EUR,1.17048
23/06/2021,GBP,GBP,1
23/06/2021,GBP,USD,1.39884
23/06/2021,USD,AUD,1.31889
23/06/2021,USD,CAD,1.22726
23/06/2021,USD,EUR,0.83675
23/06/2021,USD,GBP,0.71488
23/06/2021,USD,USD,1
24/06/2021,AUD,AUD,1
24/06/2021,AUD,CAD,0.93158
24/06/2021,AUD,EUR,0.63468
24/06/2021,AUD,GBP,0.54508
24/06/2021,AUD,USD,0.75755
24/06/2021,CAD,AUD,1.07344
24/06/2021,CAD,CAD,1
24/06/2021,CAD,EUR,0.68129
24/06/2021,CAD,GBP,0.58511
24/06/2021,CAD,USD,0.81319
24/06/2021,EUR,AUD,1.5756
24/06/2021,EUR,CAD,1.4678
24/06/2021,EUR,EUR,1
24/06/2021,EUR,GBP,0.85883
24/06/2021,EUR,USD,1.1936
24/06/2021,GBP,AUD,1.83459
24/06/2021,GBP,CAD,1.70907
24/06/2021,GBP,EUR,1.16437
24/06/2021,GBP,GBP,1
24/06/2021,GBP,USD,1.3898
24/06/2021,USD,AUD,1.32004
24/06/2021,USD,CAD,1.22973
24/06/2021,USD,EUR,0.8378
24/06/2021,USD,GBP,0.71953
24/06/2021,USD,USD,1
25/06/2021,AUD,AUD,1
25/06/2021,AUD,CAD,0.9345
25/06/2021,AUD,EUR,0.63589
25/06/2021,AUD,GBP,0.54655
25/06/2021,AUD,USD,0.75989
25/06/2021,CAD,AUD,1.07009
25/06/2021,CAD,CAD,1
25/06/2021,CAD,EUR,0.68046
25/06/2021,CAD,GBP,0.58485
25/06/2021,CAD,USD,0.81315
25/06/2021,EUR,AUD,1.5726
25/06/2021,EUR,CAD,1.4696
25/06/2021,EUR,EUR,1
25/06/2021,EUR,GBP,0.8595
25/06/2021,EUR,USD,1.195
25/06/2021,GBP,AUD,1.82967
25/06/2021,GBP,CAD,1.70983
25/06/2021,GBP,EUR,1.16347
25/06/2021,GBP,GBP,1
25/06/2021,GBP,USD,1.39034
25/06/2021,USD,AUD,1.31598
25/06/2021,USD,CAD,1.22979
25/06/2021,USD,EUR,0.83682
25/06/2021,USD,GBP,0.71925
25/06/2021,USD,USD,1
26/06/2021,AUD,AUD,1
26/06/2021,AUD,CAD,0.9345
26/06/2021,AUD,EUR,0.63589
26/06/2021,AUD,GBP,0.54655
26/06/2021,AUD,USD,0.75989
26/06/2021,CAD,AUD,1.07009
26/06/2021,CAD,CAD,1
26/06/2021,CAD,EUR,0.68046
26/06/2021,CAD,GBP,0.58485
26/06/2021,CAD,USD,0.81315
26/06/2021,EUR,AUD,1.5726
26/06/2021,EUR,CAD,1.4696
26/06/2021,EUR,EUR,1
26/06/2021,EUR,GBP,0.8595
26/06/2021,EUR,USD,1.195
26/06/2021,GBP,AUD,1.82967
26/06/2021,GBP,CAD,1.70983
26/06/2021,GBP,EUR,1.16347
26/06/2021,GBP,GBP,1
26/06/2021,GBP,USD,1.39034
26/06/2021,USD,AUD,1.31598
26/06/2021,USD,CAD,1.22979
26/06/2021,USD,EUR,0.83682
26/06/2021,USD,GBP,0.71925
26/06/2021,USD,USD,1
27/06/2021,AUD,AUD,1
27/06/2021,AUD,CAD,0.9345
27/06/2021,AUD,EUR,0.63589
27/06/2021,AUD,GBP,0.54655
27/06/2021,AUD,USD,0.75989
27/06/2021,CAD,AUD,1.07009
27/06/2021,CAD,CAD,1
27/06/2021,CAD,EUR,0.68046
27/06/2021,CAD,GBP,0.58485
27/06/2021,CAD,USD,0.81315
27/06/2021,EUR,AUD,1.5726
27/06/2021,EUR,CAD,1.4696
27/06/2021,EUR,EUR,1
27/06/2021,EUR,GBP,0.8595
27/06/2021,EUR,USD,1.195
27/06/2021,GBP,AUD,1.82967
27/06/2021,GBP,CAD,1.70983
27/06/2021,GBP,EUR,1.16347
27/06/2021,GBP,GBP,1
27/06/2021,GBP,USD,1.39034
27/06/2021,USD,AUD,1.31598
27/06/2021,USD,CAD,1.22979
27/06/2021,USD,EUR,0.83682
27/06/2021,USD,GBP,0.71925
27/06/2021,USD,USD,1
28/06/2021,AUD,AUD,1
28/06/2021,AUD,CAD,0.93233
28/06/2021,AUD,EUR,0.6348
28/06/2021,AUD,GBP,0.54409
28/06/2021,AUD,USD,0.75605
28/06/2021,CAD,AUD,1.07258
28/06/2021,CAD,CAD,1
28/06/2021,CAD,EUR,0.68087
28/06/2021,CAD,GBP,0.58358
28/06/2021,CAD,USD,0.81092
28/06/2021,EUR,AUD,1.5753
28/06/2021,EUR,CAD,1.4687
28/06/2021,EUR,EUR,1
28/06/2021,EUR,GBP,0.8571
28/06/2021,EUR,USD,1.191
28/06/2021,GBP,AUD,1.83794
28/06/2021,GBP,CAD,1.71357
28/06/2021,GBP,EUR,1.16673
28/06/2021,GBP,GBP,1
28/06/2021,GBP,USD,1.38957
28/06/2021,USD,AUD,1.32267
28/06/2021,USD,CAD,1.23317
28/06/2021,USD,EUR,0.83963
28/06/2021,USD,GBP,0.71965
28/06/2021,USD,USD,1
29/06/2021,AUD,AUD,1
29/06/2021,AUD,CAD,0.93011
29/06/2021,AUD,EUR,0.63247
29/06/2021,AUD,GBP,0.5436
29/06/2021,AUD,USD,0.75188
29/06/2021,CAD,AUD,1.07514
29/06/2021,CAD,CAD,1
29/06/2021,CAD,EUR,0.67999
29/06/2021,CAD,GBP,0.58444
29/06/2021,CAD,USD,0.80838
29/06/2021,EUR,AUD,1.5811
29/06/2021,EUR,CAD,1.4706
29/06/2021,EUR,EUR,1
29/06/2021,EUR,GBP,0.85948
29/06/2021,EUR,USD,1.1888
29/06/2021,GBP,AUD,1.8396
29/06/2021,GBP,CAD,1.71103
29/06/2021,GBP,EUR,1.16349
29/06/2021,GBP,GBP,1
29/06/2021,GBP,USD,1.38316
29/06/2021,USD,AUD,1.33
29/06/2021,USD,CAD,1.23705
29/06/2021,USD,EUR,0.84118
29/06/2021,USD,GBP,0.72298
29/06/2021,USD,USD,1
30/06/2021,AUD,AUD,1
30/06/2021,AUD,CAD,0.92866
30/06/2021,AUD,EUR,0.6308
30/06/2021,AUD,GBP,0.54125
30/06/2021,AUD,USD,0.74964
30/06/2021,CAD,AUD,1.07682
30/06/2021,CAD,CAD,1
30/06/2021,CAD,EUR,0.67926
30/06/2021,CAD,GBP,0.58284
30/06/2021,CAD,USD,0.80723
30/06/2021,EUR,AUD,1.5853
30/06/2021,EUR,CAD,1.4722
30/06/2021,EUR,EUR,1
30/06/2021,EUR,GBP,0.85805
30/06/2021,EUR,USD,1.1884
30/06/2021,GBP,AUD,1.84756
30/06/2021,GBP,CAD,1.71575
30/06/2021,GBP,EUR,1.16543
30/06/2021,GBP,GBP,1
30/06/2021,GBP,USD,1.385
30/06/2021,USD,AUD,1.33398
30/06/2021,USD,CAD,1.23881
30/06/2021,USD,EUR,0.84147
30/06/2021,USD,GBP,0.72202
30/06/2021,USD,USD,1
01/07/2021,AUD,AUD,1
01/07/2021,AUD,CAD,0.92814
01/07/2021,AUD,EUR,0.63147
01/07/2021,AUD,GBP,0.54327
01/07/2021,AUD,USD,0.75044
01/07/2021,CAD,AUD,1.07743
01/07/2021,CAD,CAD,1
01/07/2021,CAD,EUR,0.68036
01/07/2021,CAD,GBP,0.58534
01/07/2021,CAD,USD,0.80855
01/07/2021,EUR,AUD,1.5836
01/07/2021,EUR,CAD,1.4698
01/07/2021,EUR,EUR,1
01/07/2021,EUR,GBP,0.86033
01/07/2021,EUR,USD,1.1884
01/07/2021,GBP,AUD,1.84069
01/07/2021,GBP,CAD,1.70841
01/07/2021,GBP,EUR,1.16234
01/07/2021,GBP,GBP,1
01/07/2021,GBP,USD,1.38133
01/07/2021,USD,AUD,1.33255
01/07/2021,USD,CAD,1.23679
01/07/2021,USD,EUR,0.84147
01/07/2021,USD,GBP,0.72394
01/07/2021,USD,USD,1
02/07/2021,AUD,AUD,1
02/07/2021,AUD,CAD,0.92681
02/07/2021,AUD,EUR,0.63147
02/07/2021,AUD,GBP,0.54309
02/07/2021,AUD,USD,0.74659
02/07/2021,CAD,AUD,1.07897
02/07/2021,CAD,CAD,1
02/07/2021,CAD,EUR,0.68134
02/07/2021,CAD,GBP,0.58597
02/07/2021,CAD,USD,0.80555
02/07/2021,EUR,AUD,1.5836
02/07/2021,EUR,CAD,1.4677
02/07/2021,EUR,EUR,1
02/07/2021,EUR,GBP,0.86003
02/07/2021,EUR,USD,1.1823
02/07/2021,GBP,AUD,1.84133
02/07/2021,GBP,CAD,1.70657
02/07/2021,GBP,EUR,1.16275
02/07/2021,GBP,GBP,1
02/07/2021,GBP,USD,1.37472
02/07/2021,USD,AUD,1.33942
02/07/2021,USD,CAD,1.24139
02/07/2021,USD,EUR,0.84581
02/07/2021,USD,GBP,0.72742
02/07/2021,USD,USD,1
03/07/2021,AUD,AUD,1
03/07/2021,AUD,CAD,0.92681
03/07/2021,AUD,EUR,0.63147
03/07/2021,AUD,GBP,0.54309
03/07/2021,AUD,USD,0.74659
03/07/2021,CAD,AUD,1.07897
03/07/2021,CAD,CAD,1
03/07/2021,CAD,EUR,0.68134
03/07/2021,CAD,GBP,0.58597
03/07/2021,CAD,USD,0.80555
03/07/2021,EUR,AUD,1.5836
03/07/2021,EUR,CAD,1.4677
03/07/2021,EUR,EUR,1
03/07/2021,EUR,GBP,0.86003
03/07/2021,EUR,USD,1.1823
03/07/2021,GBP,AUD,1.84133
03/07/2021,GBP,CAD,1.70657
03/07/2021,GBP,EUR,1.16275
03/07/2021,GBP,GBP,1
03/07/2021,GBP,USD,1.37472
03/07/2021,USD,AUD,1.33942
03/07/2021,USD,CAD,1.24139
03/07/2021,USD,EUR,0.84581
03/07/2021,USD,GBP,0.72742
03/07/2021,USD,USD,1
04/07/2021,AUD,AUD,1
04/07/2021,AUD,CAD,0.92681
04/07/2021,AUD,EUR,0.63147
04/07/2021,AUD,GBP,0.54309
04/07/2021,AUD,USD,0.74659
04/07/2021,CAD,AUD,1.07897
04/07/2021,CAD,CAD,1
04/07/2021,CAD,EUR,0.68134
04/07/2021,CAD,GBP,0.58597
04/07/2021,CAD,USD,0.80555
04/07/2021,EUR,AUD,1.5836
04/07/2021,EUR,CAD,1.4677
04/07/2021,EUR,EUR,1
04/07/2021,EUR,GBP,0.86003
04/07/2021,EUR,USD,1.1823
04/07/2021,GBP,AUD,1.84133
04/07/2021,GBP,CAD,1.70657
04/07/2021,GBP,EUR,1.16275
04/07/2021,GBP,GBP,1
04/07/2021,GBP,USD,1.37472
04/07/2021,USD,AUD,1.33942
04/07/2021,USD,CAD,1.24139
04/07/2021,USD,EUR,0.84581
04/07/2021,USD,GBP,0.72742
04/07/2021,USD,USD,1
05/07/2021,AUD,AUD,1
05/07/2021,AUD,CAD,0.93077
05/07/2021,AUD,EUR,0.63452
05/07/2021,AUD,GBP,0.54356
05/07/2021,AUD,USD,0.75292
05/07/2021,CAD,AUD,1.07437
05/07/2021,CAD,CAD,1
05/07/2021,CAD,EUR,0.68171
05/07/2021,CAD,GBP,0.58399
05/07/2021,CAD,USD,0.80892
05/07/2021,EUR,AUD,1.576
05/07/2021,EUR,CAD,1.4669
05/07/2021,EUR,EUR,1
05/07/2021,EUR,GBP,0.85665
05/07/2021,EUR,USD,1.1866
05/07/2021,GBP,AUD,1.83972
05/07/2021,GBP,CAD,1.71237
05/07/2021,GBP,EUR,1.16734
05/07/2021,GBP,GBP,1
05/07/2021,GBP,USD,1.38516
05/07/2021,USD,AUD,1.32816
05/07/2021,USD,CAD,1.23622
05/07/2021,USD,EUR,0.84274
05/07/2021,USD,GBP,0.72194
05/07/2021,USD,USD,1
06/07/2021,AUD,AUD,1
06/07/2021,AUD,CAD,0.93648
06/07/2021,AUD,EUR,0.63967
06/07/2021,AUD,GBP,0.5466
06/07/2021,AUD,USD,0.75724
06/07/2021,CAD,AUD,1.06783
06/07/2021,CAD,CAD,1
06/07/2021,CAD,EUR,0.68306
06/07/2021,CAD,GBP,0.58367
06/07/2021,CAD,USD,0.80861
06/07/2021,EUR,AUD,1.5633
06/07/2021,EUR,CAD,1.464
06/07/2021,EUR,EUR,1
06/07/2021,EUR,GBP,0.8545
06/07/2021,EUR,USD,1.1838
06/07/2021,GBP,AUD,1.82949
06/07/2021,GBP,CAD,1.71328
06/07/2021,GBP,EUR,1.17028
06/07/2021,GBP,GBP,1
06/07/2021,GBP,USD,1.38537
06/07/2021,USD,AUD,1.32058
06/07/2021,USD,CAD,1.2367
06/07/2021,USD,EUR,0.84474
06/07/2021,USD,GBP,0.72183
06/07/2021,USD,USD,1
07/07/2021,AUD,AUD,1
07/07/2021,AUD,CAD,0.93616
07/07/2021,AUD,EUR,0.6365
07/07/2021,AUD,GBP,0.5442
07/07/2021,AUD,USD,0.75304
07/07/2021,CAD,AUD,1.06819
07/07/2021,CAD,CAD,1
07/07/2021,CAD,EUR,0.6799
07/07/2021,CAD,GBP,0.58132
07/07/2021,CAD,USD,0.80439
07/07/2021,EUR,AUD,1.5711
07/07/2021,EUR,CAD,1.4708
07/07/2021,EUR,EUR,1
07/07/2021,EUR,GBP,0.855
07/07/2021,EUR,USD,1.1831
07/07/2021,GBP,AUD,1.83754
07/07/2021,GBP,CAD,1.72023
07/07/2021,GBP,EUR,1.16959
07/07/2021,GBP,GBP,1
07/07/2021,GBP,USD,1.38374
07/07/2021,USD,AUD,1.32795
07/07/2021,USD,CAD,1.24317
07/07/2021,USD,EUR,0.84524
07/07/2021,USD,GBP,0.72268
07/07/2021,USD,USD,1
08/07/2021,AUD,AUD,1
08/07/2021,AUD,CAD,0.93332
08/07/2021,AUD,EUR,0.62668
08/07/2021,AUD,GBP,0.53978
08/07/2021,AUD,USD,0.74187
08/07/2021,CAD,AUD,1.07144
08/07/2021,CAD,CAD,1
08/07/2021,CAD,EUR,0.67146
08/07/2021,CAD,GBP,0.57835
08/07/2021,CAD,USD,0.79487
08/07/2021,EUR,AUD,1.5957
08/07/2021,EUR,CAD,1.4893
08/07/2021,EUR,EUR,1
08/07/2021,EUR,GBP,0.86133
08/07/2021,EUR,USD,1.1838
08/07/2021,GBP,AUD,1.8526
08/07/2021,GBP,CAD,1.72907
08/07/2021,GBP,EUR,1.161
08/07/2021,GBP,GBP,1
08/07/2021,GBP,USD,1.37439
08/07/2021,USD,AUD,1.34795
08/07/2021,USD,CAD,1.25807
08/07/2021,USD,EUR,0.84474
08/07/2021,USD,GBP,0.7276
08/07/2021,USD,USD,1
09/07/2021,AUD,AUD,1
09/07/2021,AUD,CAD,0.93377
09/07/2021,AUD,EUR,0.6302
09/07/2021,AUD,GBP,0.54045
09/07/2021,AUD,USD,0.74729
09/07/2021,CAD,AUD,1.07093
09/07/2021,CAD,CAD,1
09/07/2021,CAD,EUR,0.6749
09/07/2021,CAD,GBP,0.57878
09/07/2021,CAD,USD,0.8003
09/07/2021,EUR,AUD,1.5868
09/07/2021,EUR,CAD,1.4817
09/07/2021,EUR,EUR,1
09/07/2021,EUR,GBP,0.85758
09/07/2021,EUR,USD,1.1858
09/07/2021,GBP,AUD,1.85032
09/07/2021,GBP,CAD,1.72777
09/07/2021,GBP,EUR,1.16607
09/07/2021,GBP,GBP,1
09/07/2021,GBP,USD,1.38273
09/07/2021,USD,AUD,1.33817
09/07/2021,USD,CAD,1.24954
09/07/2021,USD,EUR,0.84331
09/07/2021,USD,GBP,0.72321
09/07/2021,USD,USD,1
10/07/2021,AUD,AUD,1
10/07/2021,AUD,CAD,0.93377
10/07/2021,AUD,EUR,0.6302
10/07/2021,AUD,GBP,0.54045
10/07/2021,AUD,USD,0.74729
10/07/2021,CAD,AUD,1.07093
10/07/2021,CAD,CAD,1
10/07/2021,CAD,EUR,0.6749
10/07/2021,CAD,GBP,0.57878
10/07/2021,CAD,USD,0.8003
10/07/2021,EUR,AUD,1.5868
10/07/2021,EUR,CAD,1.4817
10/07/2021,EUR,EUR,1
10/07/2021,EUR,GBP,0.85758
10/07/2021,EUR,USD,1.1858
10/07/2021,GBP,AUD,1.85032
10/07/2021,GBP,CAD,1.72777
10/07/2021,GBP,EUR,1.16607
10/07/2021,GBP,GBP,1
10/07/2021,GBP,USD,1.38273
10/07/2021,USD,AUD,1.33817
10/07/2021,USD,CAD,1.24954
10/07/2021,USD,EUR,0.84331
10/07/2021,USD,GBP,0.72321
10/07/2021,USD,USD,1
11/07/2021,AUD,AUD,1
11/07/2021,AUD,CAD,0.93377
11/07/2021,AUD,EUR,0.6302
11/07/2021,AUD,GBP,0.54045
11/07/2021,AUD,USD,0.74729
11/07/2021,CAD,AUD,1.07093
11/07/2021,CAD,CAD,1
11/07/2021,CAD,EUR,0.6749
11/07/2021,CAD,GBP,0.57878
11/07/2021,CAD,USD,0.8003
11/07/2021,EUR,AUD,1.5868
11/07/2021,EUR,CAD,1.4817
11/07/2021,EUR,EUR,1
11/07/2021,EUR,GBP,0.85758
11/07/2021,EUR,USD,1.1858
11/07/2021,GBP,AUD,1.85032
11/07/2021,GBP,CAD,1.72777
11/07/2021,GBP,EUR,1.16607
11/07/2021,GBP,GBP,1
11/07/2021,GBP,USD,1.38273
11/07/2021,USD,AUD,1.33817
11/07/2021,USD,CAD,1.24954
11/07/2021,USD,EUR,0.84331
11/07/2021,USD,GBP,0.72321
11/07/2021,USD,USD,1
12/07/2021,AUD,AUD,1
12/07/2021,AUD,CAD,0.93234
12/07/2021,AUD,EUR,0.62941
12/07/2021,AUD,GBP,0.53858
12/07/2021,AUD,USD,0.74597
12/07/2021,CAD,AUD,1.07257
12/07/2021,CAD,CAD,1
12/07/2021,CAD,EUR,0.67508
12/07/2021,CAD,GBP,0.57767
12/07/2021,CAD,USD,0.80011
12/07/2021,EUR,AUD,1.5888
12/07/2021,EUR,CAD,1.4813
12/07/2021,EUR,EUR,1
12/07/2021,EUR,GBP,0.8557
12/07/2021,EUR,USD,1.1852
12/07/2021,GBP,AUD,1.85673
12/07/2021,GBP,CAD,1.7311
12/07/2021,GBP,EUR,1.16863
12/07/2021,GBP,GBP,1
12/07/2021,GBP,USD,1.38506
12/07/2021,USD,AUD,1.34053
12/07/2021,USD,CAD,1.24983
12/07/2021,USD,EUR,0.84374
12/07/2021,USD,GBP,0.72199
12/07/2021,USD,USD,1
13/07/2021,AUD,AUD,1
13/07/2021,AUD,CAD,0.93321
13/07/2021,AUD,EUR,0.63131
13/07/2021,AUD,GBP,0.53989
13/07/2021,AUD,USD,0.74773
13/07/2021,CAD,AUD,1.07157
13/07/2021,CAD,CAD,1
13/07/2021,CAD,EUR,0.6765
13/07/2021,CAD,GBP,0.57853
13/07/2021,CAD,USD,0.80124
13/07/2021,EUR,AUD,1.584
13/07/2021,EUR,CAD,1.4782
13/07/2021,EUR,EUR,1
13/07/2021,EUR,GBP,0.85518
13/07/2021,EUR,USD,1.1844
13/07/2021,GBP,AUD,1.85224
13/07/2021,GBP,CAD,1.72852
13/07/2021,GBP,EUR,1.16934
13/07/2021,GBP,GBP,1
13/07/2021,GBP,USD,1.38497
13/07/2021,USD,AUD,1.33739
13/07/2021,USD,CAD,1.24806
13/07/2021,USD,EUR,0.84431
13/07/2021,USD,GBP,0.72204
13/07/2021,USD,USD,1
14/07/2021,AUD,AUD,1
14/07/2021,AUD,CAD,0.9314
14/07/2021,AUD,EUR,0.63223
14/07/2021,AUD,GBP,0.5384
14/07/2021,AUD,USD,0.74679
14/07/2021,CAD,AUD,1.07365
14/07/2021,CAD,CAD,1
14/07/2021,CAD,EUR,0.67879
14/07/2021,CAD,GBP,0.57805
14/07/2021,CAD,USD,0.80179
