date,from_currency,to_currency,exchange
27/03/2018,GBP,USD,1.40732
27/03/2018,USD,AUD,1.29848
27/03/2018,USD,CAD,1.2887
27/03/2018,USD,EUR,0.80802
27/03/2018,USD,GBP,0.71057
27/03/2018,USD,USD,1
28/03/2018,AUD,AUD,1
28/03/2018,AUD,CAD,0.99021
28/03/2018,AUD,EUR,0.61989
28/03/2018,AUD,GBP,0.54305
28/03/2018,AUD,USD,0.76853
28/03/2018,CAD,AUD,1.00989
28/03/2018,CAD,CAD,1
28/03/2018,CAD,EUR,0.62602
28/03/2018,CAD,GBP,0.54842
28/03/2018,CAD,USD,0.77614
28/03/2018,EUR,AUD,1.6132
28/03/2018,EUR,CAD,1.5974
28/03/2018,EUR,EUR,1
28/03/2018,EUR,GBP,0.87605
28/03/2018,EUR,USD,1.2398
28/03/2018,GBP,AUD,1.84145
28/03/2018,GBP,CAD,1.82341
28/03/2018,GBP,EUR,1.14149
28/03/2018,GBP,GBP,1
28/03/2018,GBP,USD,1.41522
28/03/2018,USD,AUD,1.30118
28/03/2018,USD,CAD,1.28843
28/03/2018,USD,EUR,0.80658
28/03/2018,USD,GBP,0.70661
28/03/2018,USD,USD,1
29/03/2018,AUD,AUD,1
29/03/2018,AUD,CAD,0.99121
29/03/2018,AUD,EUR,0.6236
29/03/2018,AUD,GBP,0.54558
29/03/2018,AUD,USD,0.76833
29/03/2018,CAD,AUD,1.00887
29/03/2018,CAD,CAD,1
29/03/2018,CAD,EUR,0.62913
29/03/2018,CAD,GBP,0.55042
29/03/2018,CAD,USD,0.77515
29/03/2018,EUR,AUD,1.6036
29/03/2018,EUR,CAD,1.5895
29/03/2018,EUR,EUR,1
29/03/2018,EUR,GBP,0.8749
29/03/2018,EUR,USD,1.2321
29/03/2018,GBP,AUD,1.8329
29/03/2018,GBP,CAD,1.81678
29/03/2018,GBP,EUR,1.14299
29/03/2018,GBP,GBP,1
29/03/2018,GBP,USD,1.40828
29/03/2018,USD,AUD,1.30152
29/03/2018,USD,CAD,1.29007
29/03/2018,USD,EUR,0.81162
29/03/2018,USD,GBP,0.71009
29/03/2018,USD,USD,1
30/03/2018,AUD,AUD,1
30/03/2018,AUD,CAD,0.99121
30/03/2018,AUD,EUR,0.6236
30/03/2018,AUD,GBP,0.54558
30/03/2018,AUD,USD,0.76833
30/03/2018,CAD,AUD,1.00887
30/03/2018,CAD,CAD,1
30/03/2018,CAD,EUR,0.62913
30/03/2018,CAD,GBP,0.55042
30/03/2018,CAD,USD,0.77515
30/03/2018,EUR,AUD,1.6036
30/03/2018,EUR,CAD,1.5895
30/03/2018,EUR,EUR,1
30/03/2018,EUR,GBP,0.8749
30/03/2018,EUR,USD,1.2321
30/03/2018,GBP,AUD,1.8329
30/03/2018,GBP,CAD,1.81678
30/03/2018,GBP,EUR,1.14299
30/03/2018,GBP,GBP,1
30/03/2018,GBP,USD,1.40828
30/03/2018,USD,AUD,1.30152
30/03/2018,USD,CAD,1.29007
30/03/2018,USD,EUR,0.81162
30/03/2018,USD,GBP,0.71009
30/03/2018,USD,USD,1
31/03/2018,AUD,AUD,1
31/03/2018,AUD,CAD,0.99121
31/03/2018,AUD,EUR,0.6236
31/03/2018,AUD,GBP,0.54558
31/03/2018,AUD,USD,0.76833
31/03/2018,CAD,AUD,1.00887
31/03/2018,CAD,CAD,1
31/03/2018,CAD,EUR,0.62913
31/03/2018,CAD,GBP,0.55042
31/03/2018,CAD,USD,0.77515
31/03/2018,EUR,AUD,1.6036
31/03/2018,EUR,CAD,1.5895
31/03/2018,EUR,EUR,1
31/03/2018,EUR,GBP,0.8749
31/03/2018,EUR,USD,1.2321
31/03/2018,GBP,AUD,1.8329
31/03/2018,GBP,CAD,1.81678
31/03/2018,GBP,EUR,1.14299
31/03/2018,GBP,GBP,1
31/03/2018,GBP,USD,1.40828
31/03/2018,USD,AUD,1.30152
31/03/2018,USD,CAD,1.29007
31/03/2018,USD,EUR,0.81162
31/03/2018,USD,GBP,0.71009
31/03/2018,USD,USD,1
01/04/2018,AUD,AUD,1
01/04/2018,AUD,CAD,0.99121
01/04/2018,AUD,EUR,0.6236
01/04/2018,AUD,GBP,0.54558
01/04/2018,AUD,USD,0.76833
01/04/2018,CAD,AUD,1.00887
01/04/2018,CAD,CAD,1
01/04/2018,CAD,EUR,0.62913
01/04/2018,CAD,GBP,0.55042
01/04/2018,CAD,USD,0.77515
01/04/2018,EUR,AUD,1.6036
01/04/2018,EUR,CAD,1.5895
01/04/2018,EUR,EUR,1
01/04/2018,EUR,GBP,0.8749
01/04/2018,EUR,USD,1.2321
01/04/2018,GBP,AUD,1.8329
01/04/2018,GBP,CAD,1.81678
01/04/2018,GBP,EUR,1.14299
01/04/2018,GBP,GBP,1
01/04/2018,GBP,USD,1.40828
01/04/2018,USD,AUD,1.30152
01/04/2018,USD,CAD,1.29007
01/04/2018,USD,EUR,0.81162
01/04/2018,USD,GBP,0.71009
01/04/2018,USD,USD,1
02/04/2018,AUD,AUD,1
02/04/2018,AUD,CAD,0.99121
02/04/2018,AUD,EUR,0.6236
02/04/2018,AUD,GBP,0.54558
02/04/2018,AUD,USD,0.76833
02/04/2018,CAD,AUD,1.00887
02/04/2018,CAD,CAD,1
02/04/2018,CAD,EUR,0.62913
02/04/2018,CAD,GBP,0.55042
02/04/2018,CAD,USD,0.77515
02/04/2018,EUR,AUD,1.6036
02/04/2018,EUR,CAD,1.5895
02/04/2018,EUR,EUR,1
02/04/2018,EUR,GBP,0.8749
02/04/2018,EUR,USD,1.2321
02/04/2018,GBP,AUD,1.8329
02/04/2018,GBP,CAD,1.81678
02/04/2018,GBP,EUR,1.14299
02/04/2018,GBP,GBP,1
02/04/2018,GBP,USD,1.40828
02/04/2018,USD,AUD,1.30152
02/04/2018,USD,CAD,1.29007
02/04/2018,USD,EUR,0.81162
02/04/2018,USD,GBP,0.71009
02/04/2018,USD,USD,1
03/04/2018,AUD,AUD,1
03/04/2018,AUD,CAD,0.989
03/04/2018,AUD,EUR,0.62523
03/04/2018,AUD,GBP,0.54722
03/04/2018,AUD,USD,0.76954
03/04/2018,CAD,AUD,1.01113
03/04/2018,CAD,CAD,1
03/04/2018,CAD,EUR,0.63219
03/04/2018,CAD,GBP,0.55331
03/04/2018,CAD,USD,0.7781
03/04/2018,EUR,AUD,1.5994
03/04/2018,EUR,CAD,1.5818
03/04/2018,EUR,EUR,1
03/04/2018,EUR,GBP,0.87523
03/04/2018,EUR,USD,1.2308
03/04/2018,GBP,AUD,1.82741
03/04/2018,GBP,CAD,1.8073
03/04/2018,GBP,EUR,1.14256
03/04/2018,GBP,GBP,1
03/04/2018,GBP,USD,1.40626
03/04/2018,USD,AUD,1.29948
03/04/2018,USD,CAD,1.28518
03/04/2018,USD,EUR,0.81248
03/04/2018,USD,GBP,0.71111
03/04/2018,USD,USD,1
04/04/2018,AUD,AUD,1
04/04/2018,AUD,CAD,0.98611
04/04/2018,AUD,EUR,0.62586
04/04/2018,AUD,GBP,0.54808
04/04/2018,AUD,USD,0.76831
04/04/2018,CAD,AUD,1.01409
04/04/2018,CAD,CAD,1
04/04/2018,CAD,EUR,0.63468
04/04/2018,CAD,GBP,0.55581
04/04/2018,CAD,USD,0.77913
04/04/2018,EUR,AUD,1.5978
04/04/2018,EUR,CAD,1.5756
04/04/2018,EUR,EUR,1
04/04/2018,EUR,GBP,0.87573
04/04/2018,EUR,USD,1.2276
04/04/2018,GBP,AUD,1.82453
04/04/2018,GBP,CAD,1.79918
04/04/2018,GBP,EUR,1.1419
04/04/2018,GBP,GBP,1
04/04/2018,GBP,USD,1.4018
04/04/2018,USD,AUD,1.30156
04/04/2018,USD,CAD,1.28348
04/04/2018,USD,EUR,0.8146
04/04/2018,USD,GBP,0.71337
04/04/2018,USD,USD,1
05/04/2018,AUD,AUD,1
05/04/2018,AUD,CAD,0.98237
05/04/2018,AUD,EUR,0.62735
05/04/2018,AUD,GBP,0.54827
05/04/2018,AUD,USD,0.76913
05/04/2018,CAD,AUD,1.01794
05/04/2018,CAD,CAD,1
05/04/2018,CAD,EUR,0.63861
05/04/2018,CAD,GBP,0.55811
05/04/2018,CAD,USD,0.78294
05/04/2018,EUR,AUD,1.594
05/04/2018,EUR,CAD,1.5659
05/04/2018,EUR,EUR,1
05/04/2018,EUR,GBP,0.87395
05/04/2018,EUR,USD,1.226
05/04/2018,GBP,AUD,1.8239
05/04/2018,GBP,CAD,1.79175
05/04/2018,GBP,EUR,1.14423
05/04/2018,GBP,GBP,1
05/04/2018,GBP,USD,1.40283
05/04/2018,USD,AUD,1.30016
05/04/2018,USD,CAD,1.27724
05/04/2018,USD,EUR,0.81566
05/04/2018,USD,GBP,0.71285
05/04/2018,USD,USD,1
06/04/2018,AUD,AUD,1
06/04/2018,AUD,CAD,0.98218
06/04/2018,AUD,EUR,0.62759
06/04/2018,AUD,GBP,0.54785
06/04/2018,AUD,USD,0.76779
06/04/2018,CAD,AUD,1.01815
06/04/2018,CAD,CAD,1
06/04/2018,CAD,EUR,0.63898
06/04/2018,CAD,GBP,0.5578
06/04/2018,CAD,USD,0.78173
06/04/2018,EUR,AUD,1.5934
06/04/2018,EUR,CAD,1.565
06/04/2018,EUR,EUR,1
06/04/2018,EUR,GBP,0.87295
06/04/2018,EUR,USD,1.2234
06/04/2018,GBP,AUD,1.82531
06/04/2018,GBP,CAD,1.79277
06/04/2018,GBP,EUR,1.14554
06/04/2018,GBP,GBP,1
06/04/2018,GBP,USD,1.40145
06/04/2018,USD,AUD,1.30244
06/04/2018,USD,CAD,1.27922
06/04/2018,USD,EUR,0.81739
06/04/2018,USD,GBP,0.71354
06/04/2018,USD,USD,1
07/04/2018,AUD,AUD,1
07/04/2018,AUD,CAD,0.98218
07/04/2018,AUD,EUR,0.62759
07/04/2018,AUD,GBP,0.54785
07/04/2018,AUD,USD,0.76779
07/04/2018,CAD,AUD,1.01815
07/04/2018,CAD,CAD,1
07/04/2018,CAD,EUR,0.63898
07/04/2018,CAD,GBP,0.5578
07/04/2018,CAD,USD,0.78173
07/04/2018,EUR,AUD,1.5934
07/04/2018,EUR,CAD,1.565
07/04/2018,EUR,EUR,1
07/04/2018,EUR,GBP,0.87295
07/04/2018,EUR,USD,1.2234
07/04/2018,GBP,AUD,1.82531
07/04/2018,GBP,CAD,1.79277
07/04/2018,GBP,EUR,1.14554
07/04/2018,GBP,GBP,1
07/04/2018,GBP,USD,1.40145
07/04/2018,USD,AUD,1.30244
07/04/2018,USD,CAD,1.27922
07/04/2018,USD,EUR,0.81739
07/04/2018,USD,GBP,0.71354
07/04/2018,USD,USD,1
08/04/2018,AUD,AUD,1
08/04/2018,AUD,CAD,0.98218
08/04/2018,AUD,EUR,0.62759
08/04/2018,AUD,GBP,0.54785
08/04/2018,AUD,USD,0.76779
08/04/2018,CAD,AUD,1.01815
08/04/2018,CAD,CAD,1
08/04/2018,CAD,EUR,0.63898
08/04/2018,CAD,GBP,0.5578
08/04/2018,CAD,USD,0.78173
08/04/2018,EUR,AUD,1.5934
08/04/2018,EUR,CAD,1.565
08/04/2018,EUR,EUR,1
08/04/2018,EUR,GBP,0.87295
08/04/2018,EUR,USD,1.2234
08/04/2018,GBP,AUD,1.82531
08/04/2018,GBP,CAD,1.79277
08/04/2018,GBP,EUR,1.14554
08/04/2018,GBP,GBP,1
08/04/2018,GBP,USD,1.40145
08/04/2018,USD,AUD,1.30244
08/04/2018,USD,CAD,1.27922
08/04/2018,USD,EUR,0.81739
08/04/2018,USD,GBP,0.71354
08/04/2018,USD,USD,1
09/04/2018,AUD,AUD,1
09/04/2018,AUD,CAD,0.97981
09/04/2018,AUD,EUR,0.62305
09/04/2018,AUD,GBP,0.5426
09/04/2018,AUD,USD,0.7666
09/04/2018,CAD,AUD,1.0206
09/04/2018,CAD,CAD,1
09/04/2018,CAD,EUR,0.63589
09/04/2018,CAD,GBP,0.55378
09/04/2018,CAD,USD,0.7824
09/04/2018,EUR,AUD,1.605
09/04/2018,EUR,CAD,1.5726
09/04/2018,EUR,EUR,1
09/04/2018,EUR,GBP,0.87088
09/04/2018,EUR,USD,1.2304
09/04/2018,GBP,AUD,1.84296
09/04/2018,GBP,CAD,1.80576
09/04/2018,GBP,EUR,1.14826
09/04/2018,GBP,GBP,1
09/04/2018,GBP,USD,1.41282
09/04/2018,USD,AUD,1.30445
09/04/2018,USD,CAD,1.27812
09/04/2018,USD,EUR,0.81274
09/04/2018,USD,GBP,0.7078
09/04/2018,USD,USD,1
10/04/2018,AUD,AUD,1
10/04/2018,AUD,CAD,0.97928
10/04/2018,AUD,EUR,0.62594
10/04/2018,AUD,GBP,0.54571
10/04/2018,AUD,USD,0.77372
10/04/2018,CAD,AUD,1.02116
10/04/2018,CAD,CAD,1
10/04/2018,CAD,EUR,0.63918
10/04/2018,CAD,GBP,0.55726
10/04/2018,CAD,USD,0.79009
10/04/2018,EUR,AUD,1.5976
10/04/2018,EUR,CAD,1.5645
10/04/2018,EUR,EUR,1
10/04/2018,EUR,GBP,0.87183
10/04/2018,EUR,USD,1.2361
10/04/2018,GBP,AUD,1.83247
10/04/2018,GBP,CAD,1.7945
10/04/2018,GBP,EUR,1.14701
10/04/2018,GBP,GBP,1
10/04/2018,GBP,USD,1.41782
10/04/2018,USD,AUD,1.29245
10/04/2018,USD,CAD,1.26567
10/04/2018,USD,EUR,0.809
10/04/2018,USD,GBP,0.70531
10/04/2018,USD,USD,1
11/04/2018,AUD,AUD,1
11/04/2018,AUD,CAD,0.97778
11/04/2018,AUD,EUR,0.62578
11/04/2018,AUD,GBP,0.54668
11/04/2018,AUD,USD,0.77497
11/04/2018,CAD,AUD,1.02272
11/04/2018,CAD,CAD,1
11/04/2018,CAD,EUR,0.64
11/04/2018,CAD,GBP,0.5591
11/04/2018,CAD,USD,0.79258
11/04/2018,EUR,AUD,1.598
11/04/2018,EUR,CAD,1.5625
11/04/2018,EUR,EUR,1
11/04/2018,EUR,GBP,0.8736
11/04/2018,EUR,USD,1.2384
11/04/2018,GBP,AUD,1.82921
11/04/2018,GBP,CAD,1.78858
11/04/2018,GBP,EUR,1.14469
11/04/2018,GBP,GBP,1
11/04/2018,GBP,USD,1.41758
11/04/2018,USD,AUD,1.29037
11/04/2018,USD,CAD,1.26171
11/04/2018,USD,EUR,0.80749
11/04/2018,USD,GBP,0.70543
11/04/2018,USD,USD,1
12/04/2018,AUD,AUD,1
12/04/2018,AUD,CAD,0.97634
12/04/2018,AUD,EUR,0.62921
12/04/2018,AUD,GBP,0.54581
12/04/2018,AUD,USD,0.77537
12/04/2018,CAD,AUD,1.02423
12/04/2018,CAD,CAD,1
12/04/2018,CAD,EUR,0.64445
12/04/2018,CAD,GBP,0.55903
12/04/2018,CAD,USD,0.79416
12/04/2018,EUR,AUD,1.5893
12/04/2018,EUR,CAD,1.5517
12/04/2018,EUR,EUR,1
12/04/2018,EUR,GBP,0.86745
12/04/2018,EUR,USD,1.2323
12/04/2018,GBP,AUD,1.83215
12/04/2018,GBP,CAD,1.78881
12/04/2018,GBP,EUR,1.1528
12/04/2018,GBP,GBP,1
12/04/2018,GBP,USD,1.4206
12/04/2018,USD,AUD,1.2897
12/04/2018,USD,CAD,1.25919
12/04/2018,USD,EUR,0.81149
12/04/2018,USD,GBP,0.70393
12/04/2018,USD,USD,1
13/04/2018,AUD,AUD,1
13/04/2018,AUD,CAD,0.97981
13/04/2018,AUD,EUR,0.63287
13/04/2018,AUD,GBP,0.5468
13/04/2018,AUD,USD,0.77951
13/04/2018,CAD,AUD,1.0206
13/04/2018,CAD,CAD,1
13/04/2018,CAD,EUR,0.64591
13/04/2018,CAD,GBP,0.55807
13/04/2018,CAD,USD,0.79557
13/04/2018,EUR,AUD,1.5801
13/04/2018,EUR,CAD,1.5482
13/04/2018,EUR,EUR,1
13/04/2018,EUR,GBP,0.864
13/04/2018,EUR,USD,1.2317
13/04/2018,GBP,AUD,1.82882
13/04/2018,GBP,CAD,1.7919
13/04/2018,GBP,EUR,1.15741
13/04/2018,GBP,GBP,1
13/04/2018,GBP,USD,1.42558
13/04/2018,USD,AUD,1.28286
13/04/2018,USD,CAD,1.25696
13/04/2018,USD,EUR,0.81189
13/04/2018,USD,GBP,0.70147
13/04/2018,USD,USD,1
14/04/2018,AUD,AUD,1
14/04/2018,AUD,CAD,0.97981
14/04/2018,AUD,EUR,0.63287
14/04/2018,AUD,GBP,0.5468
14/04/2018,AUD,USD,0.77951
14/04/2018,CAD,AUD,1.0206
14/04/2018,CAD,CAD,1
14/04/2018,CAD,EUR,0.64591
14/04/2018,CAD,GBP,0.55807
14/04/2018,CAD,USD,0.79557
14/04/2018,EUR,AUD,1.5801
14/04/2018,EUR,CAD,1.5482
14/04/2018,EUR,EUR,1
14/04/2018,EUR,GBP,0.864
14/04/2018,EUR,USD,1.2317
14/04/2018,GBP,AUD,1.82882
14/04/2018,GBP,CAD,1.7919
14/04/2018,GBP,EUR,1.15741
14/04/2018,GBP,GBP,1
14/04/2018,GBP,USD,1.42558
14/04/2018,USD,AUD,1.28286
14/04/2018,USD,CAD,1.25696
14/04/2018,USD,EUR,0.81189
14/04/2018,USD,GBP,0.70147
14/04/2018,USD,USD,1
15/04/2018,AUD,AUD,1
15/04/2018,AUD,CAD,0.97981
15/04/2018,AUD,EUR,0.63287
15/04/2018,AUD,GBP,0.5468
15/04/2018,AUD,USD,0.77951
15/04/2018,CAD,AUD,1.0206
15/04/2018,CAD,CAD,1
15/04/2018,CAD,EUR,0.64591
15/04/2018,CAD,GBP,0.55807
15/04/2018,CAD,USD,0.79557
15/04/2018,EUR,AUD,1.5801
15/04/2018,EUR,CAD,1.5482
15/04/2018,EUR,EUR,1
15/04/2018,EUR,GBP,0.864
15/04/2018,EUR,USD,1.2317
15/04/2018,GBP,AUD,1.82882
15/04/2018,GBP,CAD,1.7919
15/04/2018,GBP,EUR,1.15741
15/04/2018,GBP,GBP,1
15/04/2018,GBP,USD,1.42558
15/04/2018,USD,AUD,1.28286
15/04/2018,USD,CAD,1.25696
15/04/2018,USD,EUR,0.81189
15/04/2018,USD,GBP,0.70147
15/04/2018,USD,USD,1
16/04/2018,AUD,AUD,1
16/04/2018,AUD,CAD,0.97916
16/04/2018,AUD,EUR,0.62783
16/04/2018,AUD,GBP,0.54285
16/04/2018,AUD,USD,0.77662
16/04/2018,CAD,AUD,1.02129
16/04/2018,CAD,CAD,1
16/04/2018,CAD,EUR,0.64119
16/04/2018,CAD,GBP,0.5544
16/04/2018,CAD,USD,0.79315
16/04/2018,EUR,AUD,1.5928
16/04/2018,EUR,CAD,1.5596
16/04/2018,EUR,EUR,1
16/04/2018,EUR,GBP,0.86465
16/04/2018,EUR,USD,1.237
16/04/2018,GBP,AUD,1.84213
16/04/2018,GBP,CAD,1.80374
16/04/2018,GBP,EUR,1.15654
16/04/2018,GBP,GBP,1
16/04/2018,GBP,USD,1.43064
16/04/2018,USD,AUD,1.28763
16/04/2018,USD,CAD,1.26079
16/04/2018,USD,EUR,0.80841
16/04/2018,USD,GBP,0.69899
16/04/2018,USD,USD,1
17/04/2018,AUD,AUD,1
17/04/2018,AUD,CAD,0.97492
17/04/2018,AUD,EUR,0.62854
17/04/2018,AUD,GBP,0.5423
17/04/2018,AUD,USD,0.77668
17/04/2018,CAD,AUD,1.02572
17/04/2018,CAD,CAD,1
17/04/2018,CAD,EUR,0.6447
17/04/2018,CAD,GBP,0.55625
17/04/2018,CAD,USD,0.79666
17/04/2018,EUR,AUD,1.591
17/04/2018,EUR,CAD,1.5511
17/04/2018,EUR,EUR,1
17/04/2018,EUR,GBP,0.8628
17/04/2018,EUR,USD,1.2357
17/04/2018,GBP,AUD,1.844
17/04/2018,GBP,CAD,1.79775
17/04/2018,GBP,EUR,1.15902
17/04/2018,GBP,GBP,1
17/04/2018,GBP,USD,1.4322
17/04/2018,USD,AUD,1.28753
17/04/2018,USD,CAD,1.25524
17/04/2018,USD,EUR,0.80926
17/04/2018,USD,GBP,0.69823
17/04/2018,USD,USD,1
18/04/2018,AUD,AUD,1
18/04/2018,AUD,CAD,0.97612
18/04/2018,AUD,EUR,0.62684
18/04/2018,AUD,GBP,0.54601
18/04/2018,AUD,USD,0.77653
18/04/2018,CAD,AUD,1.02447
18/04/2018,CAD,CAD,1
18/04/2018,CAD,EUR,0.64218
18/04/2018,CAD,GBP,0.55937
18/04/2018,CAD,USD,0.79553
18/04/2018,EUR,AUD,1.5953
18/04/2018,EUR,CAD,1.5572
18/04/2018,EUR,EUR,1
18/04/2018,EUR,GBP,0.87105
18/04/2018,EUR,USD,1.2388
18/04/2018,GBP,AUD,1.83147
18/04/2018,GBP,CAD,1.78773
18/04/2018,GBP,EUR,1.14804
18/04/2018,GBP,GBP,1
18/04/2018,GBP,USD,1.42219
18/04/2018,USD,AUD,1.28778
18/04/2018,USD,CAD,1.25702
18/04/2018,USD,EUR,0.80723
18/04/2018,USD,GBP,0.70314
18/04/2018,USD,USD,1
19/04/2018,AUD,AUD,1
19/04/2018,AUD,CAD,0.982
19/04/2018,AUD,EUR,0.62925
19/04/2018,AUD,GBP,0.54729
19/04/2018,AUD,USD,0.77913
19/04/2018,CAD,AUD,1.01833
19/04/2018,CAD,CAD,1
19/04/2018,CAD,EUR,0.64078
19/04/2018,CAD,GBP,0.55732
19/04/2018,CAD,USD,0.79341
19/04/2018,EUR,AUD,1.5892
19/04/2018,EUR,CAD,1.5606
19/04/2018,EUR,EUR,1
19/04/2018,EUR,GBP,0.86975
19/04/2018,EUR,USD,1.2382
19/04/2018,GBP,AUD,1.82719
19/04/2018,GBP,CAD,1.79431
19/04/2018,GBP,EUR,1.14976
19/04/2018,GBP,GBP,1
19/04/2018,GBP,USD,1.42363
19/04/2018,USD,AUD,1.28348
19/04/2018,USD,CAD,1.26038
19/04/2018,USD,EUR,0.80762
19/04/2018,USD,GBP,0.70243
19/04/2018,USD,USD,1
20/04/2018,AUD,AUD,1
20/04/2018,AUD,CAD,0.97335
20/04/2018,AUD,EUR,0.62566
20/04/2018,AUD,GBP,0.54813
20/04/2018,AUD,USD,0.77013
20/04/2018,CAD,AUD,1.02738
20/04/2018,CAD,CAD,1
20/04/2018,CAD,EUR,0.6428
20/04/2018,CAD,GBP,0.56314
20/04/2018,CAD,USD,0.79122
20/04/2018,EUR,AUD,1.5983
20/04/2018,EUR,CAD,1.5557
20/04/2018,EUR,EUR,1
20/04/2018,EUR,GBP,0.87608
20/04/2018,EUR,USD,1.2309
20/04/2018,GBP,AUD,1.82438
20/04/2018,GBP,CAD,1.77575
20/04/2018,GBP,EUR,1.14145
20/04/2018,GBP,GBP,1
20/04/2018,GBP,USD,1.40501
20/04/2018,USD,AUD,1.29848
20/04/2018,USD,CAD,1.26387
20/04/2018,USD,EUR,0.81241
20/04/2018,USD,GBP,0.71174
20/04/2018,USD,USD,1
21/04/2018,AUD,AUD,1
21/04/2018,AUD,CAD,0.97335
21/04/2018,AUD,EUR,0.62566
21/04/2018,AUD,GBP,0.54813
21/04/2018,AUD,USD,0.77013
21/04/2018,CAD,AUD,1.02738
21/04/2018,CAD,CAD,1
21/04/2018,CAD,EUR,0.6428
21/04/2018,CAD,GBP,0.56314
21/04/2018,CAD,USD,0.79122
21/04/2018,EUR,AUD,1.5983
21/04/2018,EUR,CAD,1.5557
21/04/2018,EUR,EUR,1
21/04/2018,EUR,GBP,0.87608
21/04/2018,EUR,USD,1.2309
21/04/2018,GBP,AUD,1.82438
21/04/2018,GBP,CAD,1.77575
21/04/2018,GBP,EUR,1.14145
21/04/2018,GBP,GBP,1
21/04/2018,GBP,USD,1.40501
21/04/2018,USD,AUD,1.29848
21/04/2018,USD,CAD,1.26387
21/04/2018,USD,EUR,0.81241
21/04/2018,USD,GBP,0.71174
21/04/2018,USD,USD,1
22/04/2018,AUD,AUD,1
22/04/2018,AUD,CAD,0.97335
22/04/2018,AUD,EUR,0.62566
22/04/2018,AUD,GBP,0.54813
22/04/2018,AUD,USD,0.77013
22/04/2018,CAD,AUD,1.02738
22/04/2018,CAD,CAD,1
22/04/2018,CAD,EUR,0.6428
22/04/2018,CAD,GBP,0.56314
22/04/2018,CAD,USD,0.79122
22/04/2018,EUR,AUD,1.5983
22/04/2018,EUR,CAD,1.5557
22/04/2018,EUR,EUR,1
22/04/2018,EUR,GBP,0.87608
22/04/2018,EUR,USD,1.2309
22/04/2018,GBP,AUD,1.82438
22/04/2018,GBP,CAD,1.77575
22/04/2018,GBP,EUR,1.14145
22/04/2018,GBP,GBP,1
22/04/2018,GBP,USD,1.40501
22/04/2018,USD,AUD,1.29848
22/04/2018,USD,CAD,1.26387
22/04/2018,USD,EUR,0.81241
22/04/2018,USD,GBP,0.71174
22/04/2018,USD,USD,1
23/04/2018,AUD,AUD,1
23/04/2018,AUD,CAD,0.97745
23/04/2018,AUD,EUR,0.62461
23/04/2018,AUD,GBP,0.54741
23/04/2018,AUD,USD,0.7644
23/04/2018,CAD,AUD,1.02307
23/04/2018,CAD,CAD,1
23/04/2018,CAD,EUR,0.63902
23/04/2018,CAD,GBP,0.56004
23/04/2018,CAD,USD,0.78203
23/04/2018,EUR,AUD,1.601
23/04/2018,EUR,CAD,1.5649
23/04/2018,EUR,EUR,1
23/04/2018,EUR,GBP,0.8764
23/04/2018,EUR,USD,1.2238
23/04/2018,GBP,AUD,1.82679
23/04/2018,GBP,CAD,1.7856
23/04/2018,GBP,EUR,1.14103
23/04/2018,GBP,GBP,1
23/04/2018,GBP,USD,1.39639
23/04/2018,USD,AUD,1.30822
23/04/2018,USD,CAD,1.27872
23/04/2018,USD,EUR,0.81713
23/04/2018,USD,GBP,0.71613
23/04/2018,USD,USD,1
24/04/2018,AUD,AUD,1
24/04/2018,AUD,CAD,0.97656
24/04/2018,AUD,EUR,0.62352
24/04/2018,AUD,GBP,0.54538
24/04/2018,AUD,USD,0.7615
24/04/2018,CAD,AUD,1.02401
24/04/2018,CAD,CAD,1
24/04/2018,CAD,EUR,0.63849
24/04/2018,CAD,GBP,0.55847
24/04/2018,CAD,USD,0.77979
24/04/2018,EUR,AUD,1.6038
24/04/2018,EUR,CAD,1.5662
24/04/2018,EUR,EUR,1
24/04/2018,EUR,GBP,0.87468
24/04/2018,EUR,USD,1.2213
24/04/2018,GBP,AUD,1.83358
24/04/2018,GBP,CAD,1.7906
24/04/2018,GBP,EUR,1.14328
24/04/2018,GBP,GBP,1
24/04/2018,GBP,USD,1.39628
24/04/2018,USD,AUD,1.31319
24/04/2018,USD,CAD,1.2824
24/04/2018,USD,EUR,0.8188
24/04/2018,USD,GBP,0.71619
24/04/2018,USD,USD,1
25/04/2018,AUD,AUD,1
25/04/2018,AUD,CAD,0.97431
25/04/2018,AUD,EUR,0.62042
25/04/2018,AUD,GBP,0.54213
25/04/2018,AUD,USD,0.75599
25/04/2018,CAD,AUD,1.02636
25/04/2018,CAD,CAD,1
25/04/2018,CAD,EUR,0.63678
25/04/2018,CAD,GBP,0.55642
25/04/2018,CAD,USD,0.77592
25/04/2018,EUR,AUD,1.6118
25/04/2018,EUR,CAD,1.5704
25/04/2018,EUR,EUR,1
25/04/2018,EUR,GBP,0.8738
25/04/2018,EUR,USD,1.2185
25/04/2018,GBP,AUD,1.84459
25/04/2018,GBP,CAD,1.79721
25/04/2018,GBP,EUR,1.14443
25/04/2018,GBP,GBP,1
25/04/2018,GBP,USD,1.39448
25/04/2018,USD,AUD,1.32277
25/04/2018,USD,CAD,1.2888
25/04/2018,USD,EUR,0.82068
25/04/2018,USD,GBP,0.71711
25/04/2018,USD,USD,1
26/04/2018,AUD,AUD,1
26/04/2018,AUD,CAD,0.97187
26/04/2018,AUD,EUR,0.62228
26/04/2018,AUD,GBP,0.542
26/04/2018,AUD,USD,0.75719
26/04/2018,CAD,AUD,1.02894
